iter	MultiClass
135	1.649599785
136	1.645457178
137	1.643496857
138	1.642101396
139	1.640394591
140	1.636336797
141	1.63205208
142	1.628073237
143	1.625073626
144	1.622876911
145	1.620215801
146	1.6186312
147	1.617108958
148	1.611629773
149	1.609029767
150	1.606479848
151	1.604681012
152	1.600473761
153	1.599271152
154	1.59451527
155	1.59056625
156	1.587115102
157	1.585777788
158	1.583971909
159	1.579722046
160	1.576553515
161	1.575457605
162	1.572229906
163	1.569830834
164	1.565123672
165	1.559644211
166	1.55795632
167	1.556512417
168	1.5517619
169	1.548487074
170	1.543585226
171	1.542890966
172	1.53903338
173	1.537373327
174	1.534079305
175	1.53359759
176	1.530174362
177	1.526835055
178	1.52504596
179	1.522285344
180	1.518060391
181	1.515368974
182	1.513724984
183	1.510545782
184	1.507362019
185	1.504294058
186	1.501481686
187	1.500790692
188	1.498508968
189	1.497596774
190	1.496301622
191	1.49190727
192	1.488266365
193	1.483710566
194	1.482345435
195	1.480263358
196	1.477564
197	1.476438165
198	1.471749415
199	1.468861485
200	1.467298212
201	1.464659304
202	1.458824357
203	1.455885648
204	1.45396686
205	1.451956116
206	1.447523205
207	1.443542327
208	1.442757326
209	1.441072659
210	1.437674086
211	1.433031027
212	1.431808698
213	1.427688449
214	1.426266983
215	1.42371464
216	1.422615874
217	1.421086666
218	1.417622717
219	1.413561795
220	1.409415834
221	1.407553254
222	1.406846687
223	1.403778566
224	1.399540112
225	1.39682633
226	1.393506229
227	1.390916301
228	1.388288603
229	1.386721864
230	1.383156611
231	1.37998312
232	1.378482021
233	1.375406154
234	1.372905716
235	1.372179936
236	1.370944379
237	1.368503714
238	1.365731933
239	1.364820458
240	1.361170259
241	1.358161047
242	1.35758573
243	1.354128328
244	1.351494817
245	1.350247695
246	1.349555914
247	1.348505964
248	1.347149901
249	1.345900417
250	1.344528507
251	1.343001694
252	1.340363619
253	1.337974949
254	1.336621989
255	1.335264873
256	1.33259552
257	1.329613623
258	1.326092325
259	1.325373758
260	1.323891142
261	1.322794779
262	1.321924846
263	1.320867862
264	1.319651108
265	1.315918419
266	1.315252355
267	1.311219693
268	1.307503864
269	1.305234353
270	1.30213843
271	1.300703462
272	1.299990389
273	1.29824437
274	1.296434069
275	1.29597821
276	1.294724467
277	1.292591574
278	1.289583532
279	1.288729988
280	1.288329463
281	1.285111641
282	1.28410418
283	1.282374965
284	1.278904226
285	1.278327451
286	1.276990018
287	1.275200258
288	1.272221425
289	1.269339859
290	1.268793257
291	1.266155664
292	1.265031597
293	1.261261516
294	1.257606982
295	1.255889498
296	1.254654731
297	1.253844121
298	1.250623485
299	1.248261848
300	1.246203547
301	1.245191074
302	1.243612543
303	1.240248775
304	1.239152333
305	1.237398486
306	1.235708771
307	1.232887659
308	1.231827156
309	1.229123179
310	1.226030847
311	1.224756142
312	1.224292907
313	1.223425394
314	1.222439274
315	1.221461948
316	1.21943513
317	1.21895598
318	1.215463
319	1.214902446
320	1.211644735
321	1.208921612
322	1.205642308
323	1.204676326
324	1.20248886
325	1.201132508
326	1.200669559
327	1.200142127
328	1.199047684
329	1.197300661
330	1.194013084
331	1.193211618
332	1.191039943
333	1.188446363
334	1.187481684
335	1.18617193
336	1.184534441
337	1.183855316
338	1.180680509
339	1.178534963
340	1.177696202
341	1.175878292
342	1.175402582
343	1.174555698
344	1.172012141
345	1.169415527
346	1.165560765
347	1.164778765
348	1.163414491
349	1.161332687
350	1.160637482
351	1.159357001
352	1.158362467
353	1.156342105
354	1.155494011
355	1.152199831
356	1.150674043
357	1.148336178
358	1.147672885
359	1.144767595
360	1.141226311
361	1.139828895
362	1.137783057
363	1.13672905
364	1.136198052
365	1.134567528
366	1.132847539
367	1.132080364
368	1.129754993
369	1.127435461
370	1.125960929
371	1.124163112
372	1.121450792
373	1.119997595
374	1.118668685
375	1.117978574
376	1.115258482
377	1.113585683
378	1.112630775
379	1.109398275
380	1.108608719
381	1.107400707
382	1.106484905
383	1.105881552
384	1.104369484
385	1.103645069
386	1.100428255
387	1.099046437
388	1.096409653
389	1.094581917
390	1.092457175
391	1.090536658
392	1.088952432
393	1.087334105
394	1.08601925
395	1.084339145
396	1.081810981
397	1.079512705
398	1.078105892
399	1.077389862
400	1.076795706
401	1.074800007
402	1.073469124
403	1.070786512
404	1.069711346
405	1.069326121
406	1.068324097
407	1.06603178
408	1.063562159
409	1.062757405
410	1.05980332
411	1.057850591
412	1.057260323
413	1.055266238
414	1.052242212
415	1.050798912
416	1.049794056
417	1.048900045
418	1.048024852
419	1.046398988
420	1.043280963
421	1.040618364
422	1.038449252
423	1.037897841
424	1.037060748
425	1.034973109
426	1.034569725
427	1.031969455
428	1.030174038
429	1.028963588
430	1.027458097
431	1.026209929
432	1.025618823
433	1.02427569
434	1.023235815
435	1.021686767
436	1.020109895
437	1.018060033
438	1.016169195
439	1.015473559
440	1.014255561
441	1.012892626
442	1.010119889
443	1.008527796
444	1.008031566
445	1.007430207
446	1.005714386
447	1.004149557
448	1.002061228
449	1.001292005
450	0.998706572
451	0.997920412
452	0.995208259
453	0.9928007665
454	0.9905184801
455	0.9898395138
456	0.9878605471
457	0.986730603
458	0.9860283091
459	0.9847729888
460	0.983892694
461	0.9830452125
462	0.9818129462
463	0.9799777833
464	0.9787152437
465	0.9768352444
466	0.9753719453
467	0.9741841054
468	0.9722429261
469	0.9696133318
470	0.9685166558
471	0.9680199397
472	0.9656667299
473	0.9645163227
474	0.9640549166
475	0.9619836001
476	0.9600597112
477	0.9590922565
478	0.9562815159
479	0.9540383716
480	0.9535860997
481	0.9508829706
482	0.9503925014
483	0.9494161652
484	0.9488133872
485	0.9479838108
486	0.9475176779
487	0.9464023985
488	0.9438785321
489	0.9433715215
490	0.9428139996
491	0.9405188871
492	0.9394955818
493	0.9379864175
494	0.9373551356
495	0.9356639325
496	0.9339714924
497	0.9319879016
498	0.9308960678
499	0.9291666182
500	0.9273212555
501	0.9270121052
502	0.9256459205
503	0.9252818416
504	0.9228052348
505	0.9220774381
506	0.9211421068
507	0.9205701973
508	0.9181574535
509	0.9163128969
510	0.91499556
511	0.9132451868
512	0.9128187094
513	0.9110714476
514	0.9100742964
515	0.9083825269
516	0.9074199894
517	0.9071768786
518	0.9066555841
519	0.9057834592
520	0.9039339659
521	0.9034510883
522	0.9023144397
523	0.901358713
524	0.8994748117
525	0.8990772874
526	0.8981624629
527	0.8976523282
528	0.8971926261
529	0.8951638598
530	0.8936910492
531	0.8925911851
532	0.8913090927
533	0.8907248342
534	0.8905530945
535	0.8898183417
536	0.8891221027
537	0.8865802995
538	0.8863232377
539	0.8859119993
540	0.8842478278
541	0.8839834994
542	0.8836424572
543	0.8830961096
544	0.8823447517
545	0.8810166248
546	0.8806487215
547	0.880128395
548	0.8777317032
549	0.8758731628
550	0.8754867761
551	0.8747000773
552	0.8721008172
553	0.8706812012
554	0.8704724014
555	0.8689393685
556	0.868068564
557	0.8670303322
558	0.8663769588
559	0.8645445854
560	0.863132756
561	0.8618179315
562	0.8601938276
563	0.8596211279
564	0.8582525861
565	0.857999479
566	0.8566792965
567	0.8560228144
568	0.8549131108
569	0.8537314817
570	0.8520105457
571	0.8517130828
572	0.8496870406
573	0.848176382
574	0.8478688633
575	0.8456558958
576	0.8452141799
577	0.8440510039
578	0.8429420144
579	0.8412856952
580	0.8395006753
581	0.8383248669
582	0.8367058
583	0.8350695511
584	0.8336894655
585	0.8327855245
586	0.8314632287
587	0.8304285486
588	0.829210751
589	0.8289244494
590	0.8279722746
591	0.8261848702
592	0.8246886753
593	0.8238964688
594	0.8224764219
595	0.8223346824
596	0.8214576924
597	0.8198471381
598	0.8186913022
599	0.8184044702
600	0.8171227888
601	0.8161307425
602	0.815660432
603	0.8152572085
604	0.8144818624
605	0.8138185475
606	0.8134728351
607	0.8128503352
608	0.8113791486
609	0.8099293862
610	0.8087899058
611	0.8079715484
612	0.8077236942
613	0.8065570629
614	0.8053226014
615	0.804506728
616	0.8035794379
617	0.8016829806
618	0.7998183649
619	0.7992626602
620	0.7981645016
621	0.7971175699
622	0.7953897562
623	0.7945920582
624	0.7927309957
625	0.7918350953
626	0.7903396165
627	0.7896467974
628	0.7876635689
629	0.7867888582
630	0.7850059838
631	0.7844767295
632	0.7837800561
633	0.7825858663
634	0.7820539176
635	0.7816134312
636	0.7811529347
637	0.7794870344
638	0.7786570152
639	0.7776258733
640	0.777035767
641	0.7758066327
642	0.7737729112
643	0.7723675535
644	0.771972567
645	0.7713289456
646	0.7695123855
647	0.7686869569
648	0.7677114031
649	0.7666806591
650	0.7657738934
651	0.7646399955
652	0.7631393928
653	0.7624189316
654	0.7613393468
655	0.761145052
656	0.7599460517
657	0.7583572043
658	0.7579577749
659	0.7574327237
660	0.7570482549
661	0.7559241525
662	0.7543179463
663	0.753045692
664	0.7526690291
665	0.7521336968
666	0.7511158034
667	0.7508335797
668	0.7505634672
669	0.7503511707
670	0.7491098058
671	0.7487394116
672	0.7470071211
673	0.7455994221
674	0.7443270873
675	0.742596458
676	0.7413014764
677	0.7397983666
678	0.7387865344
679	0.7373443033
680	0.7364551502
681	0.7354170436
682	0.7349770708
683	0.7347198883
684	0.7338573971
685	0.7336362457
686	0.7334459076
687	0.7330841338
688	0.7322177435
689	0.7318395614
690	0.7308685612
691	0.7292747573
692	0.7286738573
693	0.7282858951
694	0.7281048735
695	0.7276751077
696	0.7259672687
697	0.7255218796
698	0.7241704722
699	0.722219828
700	0.7210203449
701	0.7206459501
702	0.7192942574
703	0.7183427524
704	0.7182169881
705	0.7165306226
706	0.7157868589
707	0.7143416339
708	0.7124982074
709	0.7115202733
710	0.7109019389
711	0.710765088
712	0.71018909
713	0.7091084242
714	0.7088681001
715	0.7076036292
716	0.7061808876
717	0.7049233736
718	0.7047366253
719	0.7036253062
720	0.7019513142
721	0.7017215234
722	0.7014778399
723	0.7005888786
724	0.7000839598
725	0.6989674298
726	0.6985443418
727	0.6982247133
728	0.6978175946
729	0.696024658
730	0.6956967621
731	0.695497282
732	0.6943749779
733	0.6934242457
734	0.6930827682
735	0.6920814271
736	0.6916216063
737	0.6912567308
738	0.6903207318
739	0.6897295333
740	0.6882539541
741	0.6872946129
742	0.6857884095
743	0.6850763676
744	0.6846026111
745	0.6833524641
746	0.6820055881
747	0.680877288
748	0.6806727583
749	0.679800215
750	0.6790745847
751	0.6786890095
752	0.6777757283
753	0.6773363901
754	0.6765521527
755	0.6755069257
756	0.6750954573
757	0.6747371419
758	0.6745492584
759	0.6737451934
760	0.6725370113
761	0.6716966437
762	0.6710914714
763	0.6703299464
764	0.6697601107
765	0.66881688
766	0.6685877461
767	0.6679374036
768	0.6669295555
769	0.6656459688
770	0.6648835462
771	0.6646391552
772	0.6634430121
773	0.6628740856
774	0.6612358192
775	0.6607131745
776	0.6596777375
777	0.6585276839
778	0.6580020763
779	0.6577936527
780	0.6567762174
781	0.6560572584
782	0.6557468396
783	0.6555184483
784	0.6550749346
785	0.6546314008
786	0.653763582
787	0.6528051935
788	0.6513388977
789	0.6511679218
790	0.649969673
791	0.649200207
792	0.6482945769
793	0.6469187031
794	0.6459632601
795	0.6457885761
796	0.6445304262
797	0.643978697
798	0.6437446053
799	0.6425587369
800	0.6411829281
801	0.6402340111
802	0.6398862997
803	0.6395840998
804	0.6389721829
805	0.6377316526
806	0.6367203313
807	0.6359201128
808	0.6348886875
809	0.6344860837
810	0.6340262784
811	0.6333988154
812	0.63257784
813	0.6316457144
814	0.6309200565
815	0.6307029294
816	0.6294862194
817	0.6284836482
818	0.6283127445
819	0.6277058945
820	0.6267589807
821	0.62606085
822	0.6253880723
823	0.6247471129
824	0.624046436
825	0.6237302679
826	0.6235574181
827	0.6234547137
828	0.6232803693
829	0.6225208047
830	0.6215732566
831	0.6214499774
832	0.6202547253
833	0.6194597784
834	0.6186473301
835	0.6173672049
836	0.6167601883
837	0.6162826287
838	0.6159276184
839	0.6151908318
840	0.6139840279
841	0.6124091169
842	0.6117417849
843	0.6106815261
844	0.6093792997
845	0.608325952
846	0.607732721
847	0.6072957165
848	0.606629434
849	0.606233007
850	0.605083014
851	0.6039842593
852	0.6030722302
853	0.6024959213
854	0.6023057545
855	0.6022530355
856	0.6011817427
857	0.6002941488
858	0.5994491549
859	0.5985494791
860	0.5981655388
861	0.5977541657
862	0.5974930094
863	0.5967150863
864	0.5957143154
865	0.5948513574
866	0.5945162761
867	0.5932213955
868	0.5928738686
869	0.5923589143
870	0.5919752621
871	0.5912891548
872	0.5905740279
873	0.5897088002
874	0.5894693666
875	0.5889100153
876	0.588447125
877	0.5879258461
878	0.5877864607
879	0.5875142939
880	0.5869870065
881	0.5868762257
882	0.5865046073
883	0.5860657512
884	0.584983567
885	0.5846125602
886	0.5834791731
887	0.5826112068
888	0.5812948467
889	0.5803632734
890	0.579529607
891	0.578739895
892	0.5779897443
893	0.5775656025
894	0.5766412803
895	0.576491767
896	0.5758060833
897	0.5753245068
898	0.5747895284
899	0.5741094636
900	0.5735435042
901	0.5727212438
902	0.5724684973
903	0.5712929954
904	0.5708133576
905	0.5700555227
906	0.5697072206
907	0.5694838243
908	0.5683942382
909	0.5678426589
910	0.5675369393
911	0.5662606579
912	0.5660399126
913	0.5651920998
914	0.5643928679
915	0.564280207
916	0.563279374
917	0.5631150166
918	0.5622421994
919	0.5617414986
920	0.5614228838
921	0.5604609764
922	0.5602423025
923	0.5593428301
924	0.5591468967
925	0.5586159494
926	0.5583168003
927	0.5571219567
928	0.5564420493
929	0.555616336
930	0.5547459816
931	0.5539854129
932	0.5536479832
933	0.5535501884
934	0.5527275183
935	0.552093989
936	0.5509080834
937	0.5506307414
938	0.5499435017
939	0.5495187474
940	0.5481100021
941	0.5478299629
942	0.5471891608
943	0.5465710997
944	0.5463849275
945	0.5455054551
946	0.5443903821
947	0.544142508
948	0.5434949906
949	0.5429730082
950	0.5427717725
951	0.5421689745
952	0.5414773692
953	0.541253922
954	0.5406931823
955	0.5400086211
956	0.5396705142
957	0.5390758261
958	0.5388589712
959	0.5387430524
960	0.5378009033
961	0.537075742
962	0.5365069795
963	0.5361947435
964	0.5359320612
965	0.5357661227
966	0.5348891316
967	0.5341490541
968	0.5338791151
969	0.5333021166
970	0.5323860983
971	0.5318865246
972	0.531520034
973	0.5307134781
974	0.5300780538
975	0.5296951319
976	0.5296021326
977	0.5293425006
978	0.5289961886
979	0.528326805
980	0.5279149299
981	0.5271239473
982	0.5266200569
983	0.5264247434
984	0.5255274112
985	0.5254067077
986	0.5246836353
987	0.5240295133
988	0.5236787095
989	0.5234604773
990	0.5232788068
991	0.5225740338
992	0.5220998881
993	0.5210116171
994	0.5205826944
995	0.5192189199
996	0.5186685221
997	0.5182028707
998	0.5175562231
999	0.5165343461
