iter	MultiClass
787	0.4991489109
788	0.4980701588
789	0.4976992358
790	0.4974672558
791	0.496923464
792	0.4960908435
793	0.4956369626
794	0.4950231112
795	0.494598512
796	0.4941443376
797	0.4939929573
798	0.4934121986
799	0.4925092095
800	0.4918380518
801	0.4912982122
802	0.4911158012
803	0.49044339
804	0.4900926528
805	0.4896093769
806	0.4886486975
807	0.4880078031
808	0.4875487293
809	0.4872356381
810	0.486715437
811	0.4858967577
812	0.4855152612
813	0.4845781784
814	0.4842257318
815	0.4837795492
816	0.4827091304
817	0.4818645389
818	0.4815884105
819	0.4807611102
820	0.480425613
821	0.4794817159
822	0.4788215047
823	0.4781814652
824	0.4776157995
825	0.477011712
826	0.4763054221
827	0.4758425582
828	0.4748911495
829	0.4743398296
830	0.473859801
831	0.473146378
832	0.4725345741
833	0.4717162369
834	0.4709612283
835	0.4699638088
836	0.4691199983
837	0.4681849777
838	0.4676259055
839	0.4673259271
840	0.4669592084
841	0.466635568
842	0.4662350947
843	0.4655481211
844	0.4652013376
845	0.4645217018
846	0.4642674077
847	0.4640889326
848	0.4634915388
849	0.462989229
850	0.4621893201
851	0.4618217469
852	0.4610381921
853	0.4608223406
854	0.4604698107
855	0.4596198552
856	0.4589413328
857	0.4584491843
858	0.4579750598
859	0.4569164196
860	0.456416266
861	0.4558604555
862	0.4552020657
863	0.4549771259
864	0.4543182124
865	0.4533104973
866	0.4525618825
867	0.4521695369
868	0.4519159143
869	0.4516634279
870	0.4514106094
871	0.4509489141
872	0.4502900218
873	0.4500171924
874	0.449637063
875	0.4494108498
876	0.4488774704
877	0.4480570085
878	0.4475044182
879	0.4472473519
880	0.4464333877
881	0.4458107123
882	0.4452335324
883	0.444877565
884	0.4443173868
885	0.4439389069
886	0.4433168873
887	0.4430518627
888	0.4420517308
889	0.4416569888
890	0.4411974991
891	0.4410254659
892	0.4408331553
893	0.440470541
894	0.4396923257
895	0.4394247958
896	0.4392191489
897	0.4385981368
898	0.4376365949
899	0.4365671406
900	0.4358798451
901	0.4354197077
902	0.4348732919
903	0.434222768
904	0.4333647663
905	0.4328373157
906	0.4324722292
907	0.432203613
908	0.4319078469
909	0.4312304399
910	0.4303893643
911	0.4301325242
912	0.4298157143
913	0.4292048583
914	0.4290318916
915	0.4288385124
916	0.4283650836
917	0.4282163982
918	0.4278257291
919	0.4271130331
920	0.4267641582
921	0.4259264986
922	0.4252147012
923	0.4248663324
924	0.4243985127
925	0.4239404428
926	0.4233911982
927	0.4228761154
928	0.4226782048
929	0.4224490305
930	0.4221650967
931	0.4214131916
932	0.4209343738
933	0.4203249628
934	0.4200546852
935	0.4196249607
936	0.4194288372
937	0.4190783158
938	0.4187158337
939	0.4177287143
940	0.417180423
941	0.4165069071
942	0.4162499268
943	0.4157672647
944	0.4152928164
945	0.414172306
946	0.4136674108
947	0.4129209524
948	0.4127384481
949	0.4121690102
950	0.4119002033
951	0.4111579523
952	0.4109957835
953	0.410654552
954	0.4101438371
955	0.4096652197
956	0.40944909
957	0.4089846108
958	0.4087685301
959	0.4082669702
960	0.4079100941
961	0.4075179581
962	0.4069934074
963	0.4067866647
964	0.4060440531
965	0.4055065151
966	0.4054137668
967	0.4046291711
968	0.404157531
969	0.4037297268
970	0.403219898
971	0.4029489878
972	0.4027400542
973	0.402362981
974	0.4016952857
975	0.4011327331
976	0.4008970492
977	0.4002929972
978	0.3996699777
979	0.3994224668
980	0.3989729046
981	0.3982587464
982	0.3980245125
983	0.3973347563
984	0.3969311434
985	0.3965830976
986	0.3957299677
987	0.3953484366
988	0.3949168803
989	0.3947086935
990	0.3942212827
991	0.3939903911
992	0.3936138428
993	0.3929637937
994	0.392382958
995	0.3919932405
996	0.3913807199
997	0.3909138873
998	0.3906509535
999	0.3903688359
