iter	Passed	Remaining
659	45865	23627
660	45936	23558
661	46007	23490
662	46076	23420
663	46145	23350
664	46213	23280
665	46282	23210
666	46353	23142
667	46422	23072
668	46493	23003
669	46560	22933
670	46629	22863
671	46699	22793
672	46769	22724
673	46840	22655
674	46910	22586
675	46986	22519
676	47054	22449
677	47123	22380
678	47191	22309
679	47262	22241
680	47332	22171
681	47403	22103
682	47472	22033
683	47540	21963
684	47608	21893
685	47679	21824
686	47751	21755
687	47822	21687
688	47895	21618
689	47967	21550
690	48040	21482
691	48113	21414
692	48182	21345
693	48253	21276
694	48324	21207
695	48396	21138
696	48467	21069
697	48540	21001
698	48611	20932
699	48683	20864
700	48756	20796
701	48830	20728
702	48904	20660
703	48981	20594
704	49050	20524
705	49124	20456
706	49196	20388
707	49265	20318
708	49341	20251
709	49412	20182
710	49486	20114
711	49557	20045
712	49634	19979
713	49708	19911
714	49780	19842
715	49852	19774
716	49922	19704
717	49992	19634
718	50064	19566
719	50137	19498
720	50209	19429
721	50282	19360
722	50355	19292
723	50429	19224
724	50504	19156
725	50575	19087
726	50646	19018
727	50717	18949
728	50789	18880
729	50857	18810
730	50927	18740
731	50998	18671
732	51068	18602
733	51143	18534
734	51218	18466
735	51289	18397
736	51363	18329
737	51432	18259
738	51504	18190
739	51573	18120
740	51642	18050
741	51714	17981
742	51785	17912
743	51853	17842
744	51924	17772
745	51995	17703
746	52067	17634
747	52138	17565
748	52215	17498
749	52287	17429
750	52357	17359
751	52426	17289
752	52496	17219
753	52563	17149
754	52633	17079
755	52705	17010
756	52777	16941
757	52846	16871
758	52918	16802
759	52988	16733
760	53057	16663
761	53124	16592
762	53195	16523
763	53264	16453
764	53331	16382
765	53402	16313
766	53473	16244
767	53542	16174
768	53611	16104
769	53681	16034
770	53751	15965
771	53821	15895
772	53894	15826
773	53964	15757
774	54035	15687
775	54104	15617
776	54175	15548
777	54244	15478
778	54314	15408
779	54383	15338
780	54455	15269
781	54527	15200
782	54597	15131
783	54665	15060
784	54735	14991
785	54805	14921
786	54874	14851
787	54944	14782
788	55016	14712
789	55084	14642
790	55154	14573
791	55222	14502
792	55292	14433
793	55362	14363
794	55436	14294
795	55507	14225
796	55581	14156
797	55659	14089
798	55733	14020
799	55801	13950
800	55869	13880
801	55939	13810
802	56007	13740
803	56077	13670
804	56146	13600
805	56215	13530
806	56292	13462
807	56365	13393
808	56434	13323
809	56503	13253
810	56574	13184
811	56643	13114
812	56711	13044
813	56779	12974
814	56847	12903
815	56916	12834
816	56987	12764
817	57056	12694
818	57128	12625
819	57196	12555
820	57264	12485
821	57334	12415
822	57404	12345
823	57476	12276
824	57544	12206
825	57613	12136
826	57686	12067
827	57755	11997
828	57823	11927
829	57894	11857
830	57963	11788
831	58034	11718
832	58105	11649
833	58175	11579
834	58243	11509
835	58312	11439
836	58381	11369
837	58448	11299
838	58522	11230
839	58594	11160
840	58666	11091
841	58736	11021
842	58805	10951
843	58874	10882
844	58943	10812
845	59011	10742
846	59083	10672
847	59152	10602
848	59223	10533
849	59292	10463
850	59362	10393
851	59432	10323
852	59502	10254
853	59570	10184
854	59641	10114
855	59713	10045
856	59781	9975
857	59851	9905
858	59925	9836
859	59997	9767
860	60071	9697
861	60142	9628
862	60214	9558
863	60283	9489
864	60355	9419
865	60431	9350
866	60501	9281
867	60570	9211
868	60639	9141
869	60707	9071
870	60775	9001
871	60847	8931
872	60916	8861
873	60988	8792
874	61057	8722
875	61127	8652
876	61195	8582
877	61265	8512
878	61336	8443
879	61407	8373
880	61478	8304
881	61549	8234
882	61622	8165
883	61691	8095
884	61760	8025
885	61831	7955
886	61903	7886
887	61976	7816
888	62046	7747
889	62115	7677
890	62186	7607
891	62260	7538
892	62333	7468
893	62409	7399
894	62484	7330
895	62557	7261
896	62631	7191
897	62700	7121
898	62769	7051
899	62837	6981
900	62907	6912
901	62975	6842
902	63046	6772
903	63114	6702
904	63182	6632
905	63250	6562
906	63319	6492
907	63388	6422
908	63459	6352
909	63526	6282
910	63595	6212
911	63664	6143
912	63732	6073
913	63802	6003
914	63872	5933
915	63941	5863
916	64010	5793
917	64083	5724
918	64151	5654
919	64222	5584
920	64290	5514
921	64362	5445
922	64433	5375
923	64502	5305
924	64570	5235
925	64642	5165
926	64715	5096
927	64785	5026
928	64857	4956
929	64929	4887
930	65000	4817
931	65072	4747
932	65142	4677
933	65214	4608
934	65286	4538
935	65353	4468
936	65423	4398
937	65495	4329
938	65562	4259
939	65630	4189
940	65699	4119
941	65766	4049
942	65835	3979
943	65903	3909
944	65972	3839
945	66042	3769
946	66116	3700
947	66185	3630
948	66256	3560
949	66327	3490
950	66398	3421
951	66469	3351
952	66537	3281
953	66608	3211
954	66680	3141
955	66753	3072
956	66827	3002
957	66896	2932
958	66968	2863
959	67038	2793
960	67110	2723
961	67178	2653
962	67250	2583
963	67321	2514
964	67392	2444
965	67460	2374
966	67534	2304
967	67602	2234
968	67672	2164
969	67742	2095
970	67814	2025
971	67885	1955
972	67954	1885
973	68022	1815
974	68093	1745
975	68164	1676
976	68239	1606
977	68307	1536
978	68377	1466
979	68446	1396
980	68518	1327
981	68589	1257
982	68659	1187
983	68730	1117
984	68802	1047
985	68873	977
986	68943	908
987	69012	838
988	69082	768
989	69153	698
990	69223	628
991	69295	558
992	69366	488
993	69438	419
994	69508	349
995	69578	279
996	69648	209
997	69718	139
998	69789	69
999	69861	0
